0.766126609,2,0,0
0.957151019,0,0,0
0.65818014,1,1,0
0.233809776,0,0,0
0.9072394,1,0,0
0.213178682,0,0,0
0.305682465,0,0,0
0.754463648,0,0,0
0.116950644,0,0,0
0.189169052,0,0,0
0.644225962,0,0,0
0.01879812,0,0,0
0.010351857,0,0,0
0.964672555,3,3,1
0.019656581,0,0,0
0.548458062,0,0,0
0.061086118,0,0,0
0.166284079,0,0,0
0.221812771,0,0,0
0.602794411,0,0,0
0.200923382,0,0,0
0.025655677,0,0,0
0.9999999,0,0,0
0.075426584,0,0,0
0.04656027,0,0,0
0.392248482,0,0,0
0.052436094,0,0,0
0.034421473,0,0,0
0.452515828,0,0,0
0.392994586,2,0,0
0.704073982,1,0,0
0.9999999,0,0,0
0.083418009,0,0,0
0.186868556,0,0,0
0.693329681,2,0,0
0,0,0,0
0.881836362,3,0,0
0.9999999,1,0,0
0.363636364,0,0,0
0.304490668,0,0,0
0.71998531,1,0,0
0.07289757,0,0,0
0.469056842,0,0,0
0.718705378,0,0,0
0.368875933,0,0,0
0.000602723,0,0,0
0.061440132,0,0,0
0.140110634,0,0,0
0.834048027,0,0,0
7.96E-05,0,1,0
0.818977517,0,0,1
0.728150491,0,0,0
0.9999999,0,0,0
0.028562367,0,0,0
0.992015968,0,0,0
0.070853769,0,0,0
0.454971915,1,0,0
0.401199782,0,0,0
0.541108804,0,0,0
0.655569945,0,0,0
0.651603452,0,0,0
0.027399502,0,0,0
0.101155821,0,0,0
0.009788862,0,0,0
0.337520702,0,0,0
0,0,0,0
0.750873672,2,0,0
0.006799093,1,0,0
0.004264079,0,1,0
0.26948375,0,0,0
0.265898391,0,0,0
0.142013011,0,0,0
0.827708197,0,1,0
0.059668871,0,0,0
0.13306279,1,0,0
0.234218112,0,0,0
0.122295933,0,0,0
0.460376317,0,0,0
0.335558577,0,0,0
0.270522569,0,0,0
0.183316667,0,0,0
0.074861676,0,0,0
0.017258977,0,0,0
0.054497069,0,0,0
0.029164236,0,0,0
0,0,0,0
0.360509632,1,0,0
0.003749688,0,0,1
0.734477501,0,0,0
0.080564168,0,0,0
0.039387786,0,0,0
0.023767433,0,0,0
0.784835658,0,0,1
0.888822236,0,0,0
0.791173628,0,0,0
0.24535301,0,1,1
0.542242704,2,0,0
0.010531379,0,0,0
0.363199686,0,0,0
0.032617977,0,0,0
0.013024674,0,0,0
0.019387779,0,0,0
0.634485057,0,0,0
0.888008615,0,0,0
0.003108849,0,0,0
0.114830941,0,0,0
0.018886792,0,0,0
0.635415157,0,0,0
0.9999999,0,0,0
0.041257909,0,0,0
0.096737158,0,0,0
0.31844615,0,0,0
0.186987534,0,0,0
0.006541851,0,0,0
0.180972181,1,0,0
0.00750765,0,0,0
0.06790706,0,0,0
0.033461782,0,0,0
0.007520592,0,0,0
0.015271802,0,0,0
0.51712072,0,0,0
0.317975796,0,0,0
0.297594642,0,0,0
0.444837661,0,0,1
0.277956679,0,0,0
0.003722015,0,0,0
0,0,0,0
0,0,0,0
0.151912549,0,0,0
0,0,0,0
0.175727593,1,0,0
0.011498563,0,0,0
0,0,0,0
0.163037489,0,0,0
0.047311582,0,0,0
0.083880003,0,0,0
0.089478348,0,0,0
0.773519223,0,0,0
0.093962275,0,0,0
0.21955042,0,0,0
0.147996253,0,0,0
0.576518559,0,0,0
0.243872021,0,0,0
0.362483818,0,0,0
0.116676791,0,0,0
0.9999999,0,0,0
0.496911825,0,0,0
0.130902106,1,0,0
0.54699881,0,0,0
0.072277109,0,0,0
0,2,0,0
0.175932019,1,0,0
0.050789842,0,0,0
0,0,0,0
0.21286031,0,0,0
0.012682366,0,0,0
0.121557062,0,0,0
0.040795358,0,0,0
0.147712223,0,0,0
0,0,0,0
0,1,0,0
0.070771911,0,0,0
1.046279103,1,0,0
0.323719804,0,0,0
0.36459777,0,0,0
0.637736406,2,0,0
0.081379827,0,0,0
0.020966389,0,0,0
0.170103002,0,0,0
0.771845631,0,0,0
0.05538241,0,0,0
0.9999999,0,0,0
0.16653274,0,0,0
0.008632035,0,0,0
0.13527952,0,0,0
0.167571389,0,0,0
0.9999999,0,1,0
0.068335151,0,0,0
0,0,0,0
0.946963874,0,0,0
0.405183973,0,0,0
0.055549313,0,0,0
0.676195456,0,1,0
0.184986787,4,0,0
0.085338293,0,0,0
0,0,0,1
0.786485406,0,2,2
0.0112096,0,0,0
0.03833451,0,0,0
0.714980139,0,0,0
0.043032042,0,0,0
1.095083357,5,1,2
0,0,0,0
0.9999999,0,0,0
0.101430135,1,0,0
0.025892469,0,0,0
0.762158561,4,0,0
0.231692268,0,0,0
0.114869499,0,0,0
0.035489848,0,0,0
0.045423864,0,0,0
0.311954668,0,0,0
0.078738916,0,0,0
0.137609462,0,0,0
0.030173038,0,0,0
0.021978375,0,0,0
0.443696851,0,0,0
0.007506793,0,0,0
0.046640328,1,0,0
0.292365949,0,0,0
0.20808276,0,0,0
0.9999999,1,1,0
0.013500824,0,0,0
0.9999999,0,0,0
0.655316473,0,0,0
0.9999999,2,0,0
0.028113957,0,0,0
0.222696207,0,0,0
0.593985244,0,0,0
0.017508178,1,0,0
0.611865678,0,0,0
0.333060631,3,0,1
0.009025178,0,0,0
0.260271523,0,0,0
0.455950788,1,0,0
0.080288098,0,0,0
1.953488372,0,0,0
0.181557324,0,0,0
0.147123525,0,0,0
0.025601772,1,0,0
0,0,0,0
0.196372799,0,0,0
0.083945242,0,0,0
0.034833091,0,0,0
0.787522133,0,0,0
0,0,0,0
0.125429152,0,0,0
0.06037487,0,0,0
0.9999999,0,0,0
0.295928252,0,0,0
0.973339258,1,0,1
0.002856735,0,0,0
0.877564897,0,0,0
0.9999999,0,0,0
0.053431552,0,0,0
0.732660667,2,0,0
0.084220458,0,0,0
0.114561798,0,0,0
0.012151003,0,0,0
0.081310737,0,0,0
0.09811305,0,0,0
1.048210842,7,0,0
0.011883886,0,0,0
0.75264947,1,0,0
0.112321289,0,0,0
0,0,0,0
0.634327056,1,0,0
0.15576324,0,0,0
0,0,0,0
0.090614887,0,0,0
0.034645112,0,0,0
0.027446383,0,0,0
0.412398622,0,0,0
0.024670782,0,0,0
0.046710961,0,0,0
0.976531824,0,0,0
0.007982621,1,0,0
0.267541336,0,0,0
0.019779326,0,0,0
0.010402205,0,0,0
0.9999999,0,0,0
0.029816467,0,0,0
0.181713732,0,0,0
0.051368557,0,0,0
0.29264536,0,0,0
0.220823719,1,0,0
0.008099838,0,0,0
0,0,0,0
0.006099797,0,0,0
0.909538698,1,0,0
0.941072508,0,0,0
0.991667222,1,0,0
0.691488418,0,0,0
0.112855258,0,0,0
0.260971034,0,0,0
0.048244493,0,0,0
0.9999999,0,2,1
0.9999999,0,0,0
0.074256375,0,0,0
0.144878408,0,0,0
0.191001932,0,0,0
0.219382879,1,0,0
0.679813777,0,0,0
2340,0,0,0
0.371875401,0,0,0
0.025856408,0,0,0
0.547887778,1,0,1
0.271668778,1,0,0
0.085152475,0,0,0
0.897203427,0,0,0
0.25889775,0,0,0
0,1,0,0
0.035940506,0,0,0
0.9999999,0,0,0
